P_OpCo	P_CustomerID	P_UserID	P_Location	P_StorageName	P_FoodType	P_GroupName	P_SupplierName	P_Address	P_ContactName	P_Email	P_PhoneNumber	P_Notes	P_ProductName	P_MaterialID	P_Brand	P_AvgWtPerCase	P_PackPerSize	P_UOM	P_CategoryName	P_InvoiceNumber
067	174292	174292	expenseCategory	D	nonFood	PT_Group13072	PT_Sup13072	PT_Add13072	PT_ContactName13072	PT_EMAIL02@test.com	PT_Phone13072	PT_SampleNotes13072	NSPT13072	PT14271	PT_Prod13072	30	5	EA	Paper Towel	PTINV13184
067	174300	174300	expenseCategory	F	food	PT_Group13073	PT_Sup13073	PT_Add13073	PT_ContactName13073	PT_EMAIL01@test.com	PT_Phone13073	PT_SampleNotes13073	NSPT13073	PT14272	PT_Prod13073	15	5	CS	Meat	PTINV13185
067	174318	174318	expenseCategory	C	food	PT_Group13074	PT_Sup13074	PT_Add13074	PT_ContactName13074	PT_EMAIL02@test.com	PT_Phone13074	PT_SampleNotes13074	NSPT13074	PT14273	PT_Prod13074	20	5	EA	Meat	PTINV13186
067	174326	174326	expenseCategory	D	food	PT_Group13075	PT_Sup13075	PT_Add13075	PT_ContactName13075	PT_EMAIL01@test.com	PT_Phone13075	PT_SampleNotes13075	NSPT13075	PT14274	PT_Prod13075	12	5	CS	Meat	PTINV13187
067	174334	174334	expenseCategory	F	food	PT_Group13076	PT_Sup13076	PT_Add13076	PT_ContactName13076	PT_EMAIL02@test.com	PT_Phone13076	PT_SampleNotes13076	NSPT13076	PT14275	PT_Prod13076	15	5	EA	Dairy	PTINV13188
067	174342	174342	expenseCategory	D	nonFood	PT_Group13077	PT_Sup13077	PT_Add13077	PT_ContactName13077	PT_EMAIL01@test.com	PT_Phone13077	PT_SampleNotes13077	NSPT13077	PT14276	PT_Prod13077	16	5	CS	Dairy	PTINV13189
067	174359	174359	location	F	food	PT_Group13078	PT_Sup13078	PT_Add13078	PT_ContactName13078	PT_EMAIL02@test.com	PT_Phone13078	PT_SampleNotes13078	NSPT13078	PT14277	PT_Prod13078	20	5	EA	Dairy	PTINV13190
067	174367	174367	expenseCategory	C	food	PT_Group13079	PT_Sup13079	PT_Add13079	PT_ContactName13079	PT_EMAIL01@test.com	PT_Phone13079	PT_SampleNotes13079	NSPT13079	PT14278	PT_Prod13079	25	5	CS	Paper Towel	PTINV13191
067	174375	174375	expenseCategory	D	food	PT_Group13080	PT_Sup13080	PT_Add13080	PT_ContactName13080	PT_EMAIL02@test.com	PT_Phone13080	PT_SampleNotes13080	NSPT13080	PT14279	PT_Prod13080	10	5	EA	Paper Towel	PTINV13192
067	174383	174383	expenseCategory	F	food	PT_Group13081	PT_Sup13081	PT_Add13081	PT_ContactName13081	PT_EMAIL01@test.com	PT_Phone13081	PT_SampleNotes13081	NSPT13081	PT14280	PT_Prod13081	12	5	CS	Paper Towel	PTINV13193
067	174391	174391	expenseCategory	D	nonFood	PT_Group13082	PT_Sup13082	PT_Add13082	PT_ContactName13082	PT_EMAIL02@test.com	PT_Phone13082	PT_SampleNotes13082	NSPT13082	PT14281	PT_Prod13082	15	5	EA	Paper Towel	PTINV13194
067	174409	174409	expenseCategory	F	food	PT_Group13083	PT_Sup13083	PT_Add13083	PT_ContactName13083	PT_EMAIL01@test.com	PT_Phone13083	PT_SampleNotes13083	NSPT13083	PT14282	PT_Prod13083	18	5	CS	Dairy	PTINV13195
067	174417	174417	expenseCategory	C	food	PT_Group13084	PT_Sup13084	PT_Add13084	PT_ContactName13084	PT_EMAIL02@test.com	PT_Phone13084	PT_SampleNotes13084	NSPT13084	PT14283	PT_Prod13084	30	5	EA	Paper Towel	PTINV13196
067	174425	174425	expenseCategory	D	food	PT_Group13085	PT_Sup13085	PT_Add13085	PT_ContactName13085	PT_EMAIL01@test.com	PT_Phone13085	PT_SampleNotes13085	NSPT13085	PT14284	PT_Prod13085	15	5	CS	Paper Towel	PTINV13197
067	174433	174433	expenseCategory	F	food	PT_Group13086	PT_Sup13086	PT_Add13086	PT_ContactName13086	PT_EMAIL02@test.com	PT_Phone13086	PT_SampleNotes13086	NSPT13086	PT14285	PT_Prod13086	20	5	EA	Meat	PTINV13198
067	174441	174441	location	D	nonFood	PT_Group13087	PT_Sup13087	PT_Add13087	PT_ContactName13087	PT_EMAIL01@test.com	PT_Phone13087	PT_SampleNotes13087	NSPT13087	PT14286	PT_Prod13087	12	5	CS	Meat	PTINV13199
067	174458	174458	expenseCategory	F	food	PT_Group13088	PT_Sup13088	PT_Add13088	PT_ContactName13088	PT_EMAIL02@test.com	PT_Phone13088	PT_SampleNotes13088	NSPT13088	PT14287	PT_Prod13088	15	5	EA	Meat	PTINV13200
067	174466	174466	expenseCategory	C	food	PT_Group13089	PT_Sup13089	PT_Add13089	PT_ContactName13089	PT_EMAIL01@test.com	PT_Phone13089	PT_SampleNotes13089	NSPT13089	PT14288	PT_Prod13089	16	5	CS	Dairy	PTINV13201
067	174474	174474	expenseCategory	D	food	PT_Group13090	PT_Sup13090	PT_Add13090	PT_ContactName13090	PT_EMAIL02@test.com	PT_Phone13090	PT_SampleNotes13090	NSPT13090	PT14289	PT_Prod13090	20	5	EA	Dairy	PTINV13202
067	174482	174482	expenseCategory	F	food	PT_Group13091	PT_Sup13091	PT_Add13091	PT_ContactName13091	PT_EMAIL01@test.com	PT_Phone13091	PT_SampleNotes13091	NSPT13091	PT14290	PT_Prod13091	25	5	CS	Dairy	PTINV13203
067	174490	174490	expenseCategory	D	nonFood	PT_Group13092	PT_Sup13092	PT_Add13092	PT_ContactName13092	PT_EMAIL02@test.com	PT_Phone13092	PT_SampleNotes13092	NSPT13092	PT14291	PT_Prod13092	10	5	EA	Paper Towel	PTINV13204
067	174508	174508	expenseCategory	F	food	PT_Group13093	PT_Sup13093	PT_Add13093	PT_ContactName13093	PT_EMAIL01@test.com	PT_Phone13093	PT_SampleNotes13093	NSPT13093	PT14292	PT_Prod13093	12	5	CS	Paper Towel	PTINV13205
067	174516	174516	location	C	food	PT_Group13094	PT_Sup13094	PT_Add13094	PT_ContactName13094	PT_EMAIL02@test.com	PT_Phone13094	PT_SampleNotes13094	NSPT13094	PT14293	PT_Prod13094	15	5	EA	Paper Towel	PTINV13206
067	174524	174524	expenseCategory	D	food	PT_Group13095	PT_Sup13095	PT_Add13095	PT_ContactName13095	PT_EMAIL01@test.com	PT_Phone13095	PT_SampleNotes13095	NSPT13095	PT14294	PT_Prod13095	18	5	CS	Dairy	PTINV13207
067	174532	174532	expenseCategory	F	food	PT_Group13096	PT_Sup13096	PT_Add13096	PT_ContactName13096	PT_EMAIL02@test.com	PT_Phone13096	PT_SampleNotes13096	NSPT13096	PT14295	PT_Prod13096	30	5	EA	Paper Towel	PTINV13208
067	174540	174540	expenseCategory	D	nonFood	PT_Group13097	PT_Sup13097	PT_Add13097	PT_ContactName13097	PT_EMAIL01@test.com	PT_Phone13097	PT_SampleNotes13097	NSPT13097	PT14296	PT_Prod13097	15	5	CS	Paper Towel	PTINV13209
067	174557	174557	expenseCategory	F	food	PT_Group13098	PT_Sup13098	PT_Add13098	PT_ContactName13098	PT_EMAIL02@test.com	PT_Phone13098	PT_SampleNotes13098	NSPT13098	PT14297	PT_Prod13098	20	5	EA	Meat	PTINV13210
067	174565	174565	expenseCategory	C	food	PT_Group13099	PT_Sup13099	PT_Add13099	PT_ContactName13099	PT_EMAIL01@test.com	PT_Phone13099	PT_SampleNotes13099	NSPT13099	PT14298	PT_Prod13099	12	5	CS	Meat	PTINV13211
067	174573	174573	expenseCategory	D	food	PT_Group13100	PT_Sup13100	PT_Add13100	PT_ContactName13100	PT_EMAIL02@test.com	PT_Phone13100	PT_SampleNotes13100	NSPT13100	PT14299	PT_Prod13100	15	5	EA	Meat	PTINV13212
067	174581	174581	expenseCategory	F	food	PT_Group13101	PT_Sup13101	PT_Add13101	PT_ContactName13101	PT_EMAIL01@test.com	PT_Phone13101	PT_SampleNotes13101	NSPT13101	PT14300	PT_Prod13101	12	5	CS	Meat	PTINV13213
067	174599	174599	location	D	nonFood	PT_Group13102	PT_Sup13102	PT_Add13102	PT_ContactName13102	PT_EMAIL02@test.com	PT_Phone13102	PT_SampleNotes13102	NSPT13102	PT14301	PT_Prod13102	15	5	EA	Meat	PTINV13214
067	174607	174607	expenseCategory	F	food	PT_Group13103	PT_Sup13103	PT_Add13103	PT_ContactName13103	PT_EMAIL01@test.com	PT_Phone13103	PT_SampleNotes13103	NSPT13103	PT14302	PT_Prod13103	16	5	CS	Meat	PTINV13215
067	174615	174615	expenseCategory	C	food	PT_Group13104	PT_Sup13104	PT_Add13104	PT_ContactName13104	PT_EMAIL02@test.com	PT_Phone13104	PT_SampleNotes13104	NSPT13104	PT14303	PT_Prod13104	20	5	EA	Dairy	PTINV13216
067	174623	174623	expenseCategory	D	food	PT_Group13105	PT_Sup13105	PT_Add13105	PT_ContactName13105	PT_EMAIL01@test.com	PT_Phone13105	PT_SampleNotes13105	NSPT13105	PT14304	PT_Prod13105	25	5	CS	Dairy	PTINV13217
067	174631	174631	expenseCategory	F	food	PT_Group13106	PT_Sup13106	PT_Add13106	PT_ContactName13106	PT_EMAIL02@test.com	PT_Phone13106	PT_SampleNotes13106	NSPT13106	PT14305	PT_Prod13106	10	5	EA	Dairy	PTINV13218
067	174649	174649	expenseCategory	D	nonFood	PT_Group13107	PT_Sup13107	PT_Add13107	PT_ContactName13107	PT_EMAIL01@test.com	PT_Phone13107	PT_SampleNotes13107	NSPT13107	PT14306	PT_Prod13107	12	5	CS	Paper Towel	PTINV13219
067	174656	174656	expenseCategory	F	food	PT_Group13108	PT_Sup13108	PT_Add13108	PT_ContactName13108	PT_EMAIL02@test.com	PT_Phone13108	PT_SampleNotes13108	NSPT13108	PT14307	PT_Prod13108	15	5	EA	Paper Towel	PTINV13220
067	174664	174664	expenseCategory	C	food	PT_Group13109	PT_Sup13109	PT_Add13109	PT_ContactName13109	PT_EMAIL01@test.com	PT_Phone13109	PT_SampleNotes13109	NSPT13109	PT14308	PT_Prod13109	18	5	CS	Paper Towel	PTINV13221
067	174672	174672	expenseCategory	D	food	PT_Group13110	PT_Sup13110	PT_Add13110	PT_ContactName13110	PT_EMAIL02@test.com	PT_Phone13110	PT_SampleNotes13110	NSPT13110	PT14309	PT_Prod13110	30	5	EA	Paper Towel	PTINV13222
067	174680	174680	location	F	food	PT_Group13111	PT_Sup13111	PT_Add13111	PT_ContactName13111	PT_EMAIL01@test.com	PT_Phone13111	PT_SampleNotes13111	NSPT13111	PT14310	PT_Prod13111	15	5	CS	Dairy	PTINV13223
067	174698	174698	expenseCategory	D	nonFood	PT_Group13112	PT_Sup13112	PT_Add13112	PT_ContactName13112	PT_EMAIL02@test.com	PT_Phone13112	PT_SampleNotes13112	NSPT13112	PT14311	PT_Prod13112	20	5	EA	Paper Towel	PTINV13224
067	174706	174706	expenseCategory	F	food	PT_Group13113	PT_Sup13113	PT_Add13113	PT_ContactName13113	PT_EMAIL01@test.com	PT_Phone13113	PT_SampleNotes13113	NSPT13113	PT14312	PT_Prod13113	12	5	CS	Meat	PTINV13225
067	174714	174714	expenseCategory	C	food	PT_Group13114	PT_Sup13114	PT_Add13114	PT_ContactName13114	PT_EMAIL02@test.com	PT_Phone13114	PT_SampleNotes13114	NSPT13114	PT14313	PT_Prod13114	15	5	EA	Meat	PTINV13226
067	174722	174722	expenseCategory	D	food	PT_Group13115	PT_Sup13115	PT_Add13115	PT_ContactName13115	PT_EMAIL01@test.com	PT_Phone13115	PT_SampleNotes13115	NSPT13115	PT14314	PT_Prod13115	16	5	CS	Meat	PTINV13227
067	174730	174730	expenseCategory	F	food	PT_Group13116	PT_Sup13116	PT_Add13116	PT_ContactName13116	PT_EMAIL02@test.com	PT_Phone13116	PT_SampleNotes13116	NSPT13116	PT14315	PT_Prod13116	20	5	EA	Dairy	PTINV13228
067	174748	174748	expenseCategory	D	nonFood	PT_Group13117	PT_Sup13117	PT_Add13117	PT_ContactName13117	PT_EMAIL01@test.com	PT_Phone13117	PT_SampleNotes13117	NSPT13117	PT14316	PT_Prod13117	25	5	CS	Dairy	PTINV13229
067	174755	174755	location	F	food	PT_Group13118	PT_Sup13118	PT_Add13118	PT_ContactName13118	PT_EMAIL02@test.com	PT_Phone13118	PT_SampleNotes13118	NSPT13118	PT14317	PT_Prod13118	10	5	EA	Dairy	PTINV13230
067	174763	174763	expenseCategory	C	food	PT_Group13119	PT_Sup13119	PT_Add13119	PT_ContactName13119	PT_EMAIL01@test.com	PT_Phone13119	PT_SampleNotes13119	NSPT13119	PT14318	PT_Prod13119	12	5	CS	Paper Towel	PTINV13231
067	174771	174771	expenseCategory	D	food	PT_Group13120	PT_Sup13120	PT_Add13120	PT_ContactName13120	PT_EMAIL02@test.com	PT_Phone13120	PT_SampleNotes13120	NSPT13120	PT14319	PT_Prod13120	15	5	EA	Paper Towel	PTINV13232
067	174789	174789	expenseCategory	F	food	PT_Group13121	PT_Sup13121	PT_Add13121	PT_ContactName13121	PT_EMAIL01@test.com	PT_Phone13121	PT_SampleNotes13121	NSPT13121	PT14320	PT_Prod13121	18	5	CS	Paper Towel	PTINV13233
067	174797	174797	expenseCategory	D	nonFood	PT_Group13122	PT_Sup13122	PT_Add13122	PT_ContactName13122	PT_EMAIL02@test.com	PT_Phone13122	PT_SampleNotes13122	NSPT13122	PT14321	PT_Prod13122	30	5	EA	Paper Towel	PTINV13234
067	174805	174805	expenseCategory	F	food	PT_Group13123	PT_Sup13123	PT_Add13123	PT_ContactName13123	PT_EMAIL01@test.com	PT_Phone13123	PT_SampleNotes13123	NSPT13123	PT14322	PT_Prod13123	15	5	CS	Meat	PTINV13235
067	174813	174813	expenseCategory	C	food	PT_Group13124	PT_Sup13124	PT_Add13124	PT_ContactName13124	PT_EMAIL02@test.com	PT_Phone13124	PT_SampleNotes13124	NSPT13124	PT14323	PT_Prod13124	20	5	EA	Meat	PTINV13236
067	174821	174821	location	D	food	PT_Group13125	PT_Sup13125	PT_Add13125	PT_ContactName13125	PT_EMAIL01@test.com	PT_Phone13125	PT_SampleNotes13125	NSPT13125	PT14324	PT_Prod13125	12	5	CS	Meat	PTINV13237
067	174839	174839	expenseCategory	F	food	PT_Group13126	PT_Sup13126	PT_Add13126	PT_ContactName13126	PT_EMAIL02@test.com	PT_Phone13126	PT_SampleNotes13126	NSPT13126	PT14325	PT_Prod13126	15	5	EA	Dairy	PTINV13238
067	174847	174847	expenseCategory	D	nonFood	PT_Group13127	PT_Sup13127	PT_Add13127	PT_ContactName13127	PT_EMAIL01@test.com	PT_Phone13127	PT_SampleNotes13127	NSPT13127	PT14326	PT_Prod13127	16	5	CS	Dairy	PTINV13239
067	174854	174854	expenseCategory	F	food	PT_Group13128	PT_Sup13128	PT_Add13128	PT_ContactName13128	PT_EMAIL02@test.com	PT_Phone13128	PT_SampleNotes13128	NSPT13128	PT14327	PT_Prod13128	20	5	EA	Dairy	PTINV13240
067	174862	174862	expenseCategory	C	food	PT_Group13129	PT_Sup13129	PT_Add13129	PT_ContactName13129	PT_EMAIL01@test.com	PT_Phone13129	PT_SampleNotes13129	NSPT13129	PT14328	PT_Prod13129	25	5	CS	Paper Towel	PTINV13241
067	174870	174870	expenseCategory	D	food	PT_Group13130	PT_Sup13130	PT_Add13130	PT_ContactName13130	PT_EMAIL02@test.com	PT_Phone13130	PT_SampleNotes13130	NSPT13130	PT14329	PT_Prod13130	10	5	EA	Paper Towel	PTINV13242
067	174888	174888	expenseCategory	F	food	PT_Group13131	PT_Sup13131	PT_Add13131	PT_ContactName13131	PT_EMAIL01@test.com	PT_Phone13131	PT_SampleNotes13131	NSPT13131	PT14330	PT_Prod13131	12	5	CS	Paper Towel	PTINV13243
067	174896	174896	expenseCategory	D	nonFood	PT_Group13132	PT_Sup13132	PT_Add13132	PT_ContactName13132	PT_EMAIL02@test.com	PT_Phone13132	PT_SampleNotes13132	NSPT13132	PT14331	PT_Prod13132	15	5	EA	Paper Towel	PTINV13244
067	174904	174904	expenseCategory	F	food	PT_Group13133	PT_Sup13133	PT_Add13133	PT_ContactName13133	PT_EMAIL01@test.com	PT_Phone13133	PT_SampleNotes13133	NSPT13133	PT14332	PT_Prod13133	18	5	CS	Dairy	PTINV13245
067	174912	174912	location	C	food	PT_Group13134	PT_Sup13134	PT_Add13134	PT_ContactName13134	PT_EMAIL02@test.com	PT_Phone13134	PT_SampleNotes13134	NSPT13134	PT14333	PT_Prod13134	30	5	EA	Paper Towel	PTINV13246
067	174920	174920	expenseCategory	D	food	PT_Group13135	PT_Sup13135	PT_Add13135	PT_ContactName13135	PT_EMAIL01@test.com	PT_Phone13135	PT_SampleNotes13135	NSPT13135	PT14334	PT_Prod13135	15	5	CS	Paper Towel	PTINV13247
067	174938	174938	expenseCategory	F	food	PT_Group13136	PT_Sup13136	PT_Add13136	PT_ContactName13136	PT_EMAIL02@test.com	PT_Phone13136	PT_SampleNotes13136	NSPT13136	PT14335	PT_Prod13136	20	5	EA	Meat	PTINV13248
067	174946	174946	expenseCategory	D	nonFood	PT_Group13137	PT_Sup13137	PT_Add13137	PT_ContactName13137	PT_EMAIL01@test.com	PT_Phone13137	PT_SampleNotes13137	NSPT13137	PT14336	PT_Prod13137	12	5	CS	Meat	PTINV13249
067	174953	174953	expenseCategory	F	food	PT_Group13138	PT_Sup13138	PT_Add13138	PT_ContactName13138	PT_EMAIL02@test.com	PT_Phone13138	PT_SampleNotes13138	NSPT13138	PT14337	PT_Prod13138	15	5	EA	Meat	PTINV13250
067	174979	174979	expenseCategory	C	food	PT_Group13139	PT_Sup13139	PT_Add13139	PT_ContactName13139	PT_EMAIL01@test.com	PT_Phone13139	PT_SampleNotes13139	NSPT13139	PT14338	PT_Prod13139	16	5	CS	Dairy	PTINV13251
067	174987	174987	expenseCategory	D	food	PT_Group13140	PT_Sup13140	PT_Add13140	PT_ContactName13140	PT_EMAIL02@test.com	PT_Phone13140	PT_SampleNotes13140	NSPT13140	PT14339	PT_Prod13140	20	5	EA	Dairy	PTINV13252
067	174995	174995	location	F	food	PT_Group13141	PT_Sup13141	PT_Add13141	PT_ContactName13141	PT_EMAIL01@test.com	PT_Phone13141	PT_SampleNotes13141	NSPT13141	PT14340	PT_Prod13141	25	5	CS	Dairy	PTINV13253
067	175026	175026	expenseCategory	D	nonFood	PT_Group13142	PT_Sup13142	PT_Add13142	PT_ContactName13142	PT_EMAIL02@test.com	PT_Phone13142	PT_SampleNotes13142	NSPT13142	PT14341	PT_Prod13142	10	5	EA	Paper Towel	PTINV13254
067	175034	175034	expenseCategory	F	food	PT_Group13143	PT_Sup13143	PT_Add13143	PT_ContactName13143	PT_EMAIL01@test.com	PT_Phone13143	PT_SampleNotes13143	NSPT13143	PT14342	PT_Prod13143	12	5	CS	Paper Towel	PTINV13255
067	175042	175042	expenseCategory	C	food	PT_Group13144	PT_Sup13144	PT_Add13144	PT_ContactName13144	PT_EMAIL02@test.com	PT_Phone13144	PT_SampleNotes13144	NSPT13144	PT14343	PT_Prod13144	15	5	EA	Paper Towel	PTINV13256
067	175059	175059	expenseCategory	D	food	PT_Group13145	PT_Sup13145	PT_Add13145	PT_ContactName13145	PT_EMAIL01@test.com	PT_Phone13145	PT_SampleNotes13145	NSPT13145	PT14344	PT_Prod13145	18	5	CS	Dairy	PTINV13257
067	175067	175067	expenseCategory	F	food	PT_Group13146	PT_Sup13146	PT_Add13146	PT_ContactName13146	PT_EMAIL02@test.com	PT_Phone13146	PT_SampleNotes13146	NSPT13146	PT14345	PT_Prod13146	30	5	EA	Paper Towel	PTINV13258
067	175075	175075	expenseCategory	D	nonFood	PT_Group13147	PT_Sup13147	PT_Add13147	PT_ContactName13147	PT_EMAIL01@test.com	PT_Phone13147	PT_SampleNotes13147	NSPT13147	PT14346	PT_Prod13147	15	5	CS	Paper Towel	PTINV13259
067	175083	175083	expenseCategory	F	food	PT_Group13148	PT_Sup13148	PT_Add13148	PT_ContactName13148	PT_EMAIL02@test.com	PT_Phone13148	PT_SampleNotes13148	NSPT13148	PT14347	PT_Prod13148	20	5	EA	Meat	PTINV13260
067	175091	175091	location	C	food	PT_Group13149	PT_Sup13149	PT_Add13149	PT_ContactName13149	PT_EMAIL01@test.com	PT_Phone13149	PT_SampleNotes13149	NSPT13149	PT14348	PT_Prod13149	12	5	CS	Meat	PTINV13261
067	175109	175109	expenseCategory	D	food	PT_Group13150	PT_Sup13150	PT_Add13150	PT_ContactName13150	PT_EMAIL02@test.com	PT_Phone13150	PT_SampleNotes13150	NSPT13150	PT14349	PT_Prod13150	15	5	EA	Meat	PTINV13262
067	175117	175117	expenseCategory	F	food	PT_Group13151	PT_Sup13151	PT_Add13151	PT_ContactName13151	PT_EMAIL01@test.com	PT_Phone13151	PT_SampleNotes13151	NSPT13151	PT14350	PT_Prod13151	12	5	CS	Meat	PTINV13263
067	175125	175125	expenseCategory	D	nonFood	PT_Group13152	PT_Sup13152	PT_Add13152	PT_ContactName13152	PT_EMAIL02@test.com	PT_Phone13152	PT_SampleNotes13152	NSPT13152	PT14351	PT_Prod13152	15	5	EA	Meat	PTINV13264
067	175133	175133	expenseCategory	F	food	PT_Group13153	PT_Sup13153	PT_Add13153	PT_ContactName13153	PT_EMAIL01@test.com	PT_Phone13153	PT_SampleNotes13153	NSPT13153	PT14352	PT_Prod13153	16	5	CS	Meat	PTINV13265
067	175141	175141	expenseCategory	C	food	PT_Group13154	PT_Sup13154	PT_Add13154	PT_ContactName13154	PT_EMAIL02@test.com	PT_Phone13154	PT_SampleNotes13154	NSPT13154	PT14353	PT_Prod13154	20	5	EA	Dairy	PTINV13266
067	175158	175158	expenseCategory	D	food	PT_Group13155	PT_Sup13155	PT_Add13155	PT_ContactName13155	PT_EMAIL01@test.com	PT_Phone13155	PT_SampleNotes13155	NSPT13155	PT14354	PT_Prod13155	25	5	CS	Dairy	PTINV13267
067	175166	175166	expenseCategory	F	food	PT_Group13156	PT_Sup13156	PT_Add13156	PT_ContactName13156	PT_EMAIL02@test.com	PT_Phone13156	PT_SampleNotes13156	NSPT13156	PT14355	PT_Prod13156	10	5	EA	Dairy	PTINV13268
067	175174	175174	expenseCategory	D	nonFood	PT_Group13157	PT_Sup13157	PT_Add13157	PT_ContactName13157	PT_EMAIL01@test.com	PT_Phone13157	PT_SampleNotes13157	NSPT13157	PT14356	PT_Prod13157	12	5	CS	Paper Towel	PTINV13269
067	175182	175182	location	F	food	PT_Group13158	PT_Sup13158	PT_Add13158	PT_ContactName13158	PT_EMAIL02@test.com	PT_Phone13158	PT_SampleNotes13158	NSPT13158	PT14357	PT_Prod13158	15	5	EA	Paper Towel	PTINV13270
067	175190	175190	expenseCategory	C	food	PT_Group13159	PT_Sup13159	PT_Add13159	PT_ContactName13159	PT_EMAIL01@test.com	PT_Phone13159	PT_SampleNotes13159	NSPT13159	PT14358	PT_Prod13159	18	5	CS	Paper Towel	PTINV13271
067	175208	175208	expenseCategory	D	food	PT_Group13160	PT_Sup13160	PT_Add13160	PT_ContactName13160	PT_EMAIL02@test.com	PT_Phone13160	PT_SampleNotes13160	NSPT13160	PT14359	PT_Prod13160	30	5	EA	Paper Towel	PTINV13272
067	175216	175216	expenseCategory	F	food	PT_Group13161	PT_Sup13161	PT_Add13161	PT_ContactName13161	PT_EMAIL01@test.com	PT_Phone13161	PT_SampleNotes13161	NSPT13161	PT14360	PT_Prod13161	15	5	CS	Dairy	PTINV13273
067	175224	175224	expenseCategory	D	nonFood	PT_Group13162	PT_Sup13162	PT_Add13162	PT_ContactName13162	PT_EMAIL02@test.com	PT_Phone13162	PT_SampleNotes13162	NSPT13162	PT14361	PT_Prod13162	20	5	EA	Paper Towel	PTINV13274
067	175232	175232	expenseCategory	F	food	PT_Group13163	PT_Sup13163	PT_Add13163	PT_ContactName13163	PT_EMAIL01@test.com	PT_Phone13163	PT_SampleNotes13163	NSPT13163	PT14362	PT_Prod13163	12	5	CS	Meat	PTINV13275
067	175240	175240	expenseCategory	C	food	PT_Group13164	PT_Sup13164	PT_Add13164	PT_ContactName13164	PT_EMAIL02@test.com	PT_Phone13164	PT_SampleNotes13164	NSPT13164	PT14363	PT_Prod13164	15	5	EA	Meat	PTINV13276
067	175257	175257	location	D	food	PT_Group13165	PT_Sup13165	PT_Add13165	PT_ContactName13165	PT_EMAIL01@test.com	PT_Phone13165	PT_SampleNotes13165	NSPT13165	PT14364	PT_Prod13165	16	5	CS	Meat	PTINV13277
067	175265	175265	expenseCategory	F	food	PT_Group13166	PT_Sup13166	PT_Add13166	PT_ContactName13166	PT_EMAIL02@test.com	PT_Phone13166	PT_SampleNotes13166	NSPT13166	PT14365	PT_Prod13166	20	5	EA	Dairy	PTINV13278
067	175273	175273	expenseCategory	D	nonFood	PT_Group13167	PT_Sup13167	PT_Add13167	PT_ContactName13167	PT_EMAIL01@test.com	PT_Phone13167	PT_SampleNotes13167	NSPT13167	PT14366	PT_Prod13167	25	5	CS	Dairy	PTINV13279
067	175281	175281	expenseCategory	F	food	PT_Group13168	PT_Sup13168	PT_Add13168	PT_ContactName13168	PT_EMAIL02@test.com	PT_Phone13168	PT_SampleNotes13168	NSPT13168	PT14367	PT_Prod13168	10	5	EA	Dairy	PTINV13280
067	175299	175299	expenseCategory	C	food	PT_Group13169	PT_Sup13169	PT_Add13169	PT_ContactName13169	PT_EMAIL01@test.com	PT_Phone13169	PT_SampleNotes13169	NSPT13169	PT14368	PT_Prod13169	12	5	CS	Paper Towel	PTINV13281
067	175307	175307	expenseCategory	D	food	PT_Group13170	PT_Sup13170	PT_Add13170	PT_ContactName13170	PT_EMAIL02@test.com	PT_Phone13170	PT_SampleNotes13170	NSPT13170	PT14369	PT_Prod13170	15	5	EA	Paper Towel	PTINV13282
067	175315	175315	expenseCategory	F	food	PT_Group13171	PT_Sup13171	PT_Add13171	PT_ContactName13171	PT_EMAIL01@test.com	PT_Phone13171	PT_SampleNotes13171	NSPT13171	PT14370	PT_Prod13171	18	5	CS	Paper Towel	PTINV13283
067	175323	175323	expenseCategory	D	nonFood	PT_Group13172	PT_Sup13172	PT_Add13172	PT_ContactName13172	PT_EMAIL02@test.com	PT_Phone13172	PT_SampleNotes13172	NSPT13172	PT14371	PT_Prod13172	30	5	EA	Paper Towel	PTINV13284
067	175331	175331	location	F	food	PT_Group13173	PT_Sup13173	PT_Add13173	PT_ContactName13173	PT_EMAIL01@test.com	PT_Phone13173	PT_SampleNotes13173	NSPT13173	PT14372	PT_Prod13173	15	5	CS	Meat	PTINV13285
067	175349	175349	expenseCategory	C	food	PT_Group13174	PT_Sup13174	PT_Add13174	PT_ContactName13174	PT_EMAIL02@test.com	PT_Phone13174	PT_SampleNotes13174	NSPT13174	PT14373	PT_Prod13174	20	5	EA	Meat	PTINV13286
067	175356	175356	expenseCategory	D	food	PT_Group13175	PT_Sup13175	PT_Add13175	PT_ContactName13175	PT_EMAIL01@test.com	PT_Phone13175	PT_SampleNotes13175	NSPT13175	PT14374	PT_Prod13175	12	5	CS	Meat	PTINV13287
067	175364	175364	expenseCategory	F	food	PT_Group13176	PT_Sup13176	PT_Add13176	PT_ContactName13176	PT_EMAIL02@test.com	PT_Phone13176	PT_SampleNotes13176	NSPT13176	PT14375	PT_Prod13176	15	5	EA	Dairy	PTINV13288
067	175372	175372	expenseCategory	D	nonFood	PT_Group13177	PT_Sup13177	PT_Add13177	PT_ContactName13177	PT_EMAIL01@test.com	PT_Phone13177	PT_SampleNotes13177	NSPT13177	PT14376	PT_Prod13177	16	5	CS	Dairy	PTINV13289
